series_id	state	area	year	period	month	value
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M05	May	83.1
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M04	April	82.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M03	March	82.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M02	February	83.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2024	M01	January	82.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M12	December	84.3
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M11	November	84.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M10	October	84.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M09	September	84.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M08	August	84.3
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M07	July	84.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M06	June	85.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M05	May	84.1
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M04	April	83.9
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M03	March	83.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M02	February	82.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2023	M01	January	82.3
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M12	December	82.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M11	November	82.1
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M10	October	80.9
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M09	September	80.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M08	August	80.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M07	July	79.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M06	June	78.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M05	May	76.9
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M04	April	75.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M03	March	74.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M02	February	75.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2022	M01	January	73.1
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M12	December	74.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M11	November	75.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M10	October	76.2
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M09	September	76.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M08	August	77.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M07	July	79.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M06	June	80.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M05	May	79.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M04	April	79.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M03	March	78.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M02	February	77.7
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2021	M01	January	77.1
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M12	December	77.5
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M11	November	76.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M10	October	76.9
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M09	September	77.8
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M08	August	77.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M07	July	78.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M06	June	78.0
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M05	May	76.3
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M04	April	76.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M03	March	80.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M02	February	80.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2020	M01	January	79.3
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2019	M12	December	80.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2019	M11	November	80.1
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2019	M10	October	76.3
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2019	M09	September	79.6
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2019	M08	August	79.4
SMU48231043000000006	Texas	Fort Worth-Arlington-Grapevine, TX Metropolitan Division	2019	M07	July	80.4
